"AppellationDorigineControlee","Lait","Type","AireDeProduction","AnneeDobtentionDeLAOC","CI","Departement","Commune","Aire geographique","IDA"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64344","PYRENEES-ATLANTIQUES","Livron","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64342","PYRENEES-ATLANTIQUES","Licq-Atherey","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64341","PYRENEES-ATLANTIQUES","Lichos","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64340","PYRENEES-ATLANTIQUES","Lichans-Sunhar","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64339","PYRENEES-ATLANTIQUES","Lestelle-Betharram","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64336","PYRENEES-ATLANTIQUES","Lescun","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64335","PYRENEES-ATLANTIQUES","Lescar","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64334","PYRENEES-ATLANTIQUES","Leren","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64330","PYRENEES-ATLANTIQUES","Lees-Athas","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64329","PYRENEES-ATLANTIQUES","Lee","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64328","PYRENEES-ATLANTIQUES","Ledeuix","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64327","PYRENEES-ATLANTIQUES","Lecumberry","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64326","PYRENEES-ATLANTIQUES","Lay-Lamidou","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64325","PYRENEES-ATLANTIQUES","Lasseubetat","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64324","PYRENEES-ATLANTIQUES","Lasseube","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64322","PYRENEES-ATLANTIQUES","Lasse","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64320","PYRENEES-ATLANTIQUES","Laruns","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64319","PYRENEES-ATLANTIQUES","Larribar-Sorhapuru","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64317","PYRENEES-ATLANTIQUES","Larressore","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64316","PYRENEES-ATLANTIQUES","Larrau","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64315","PYRENEES-ATLANTIQUES","Laroin","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64314","PYRENEES-ATLANTIQUES","Larceveau-Arros-Cibits","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64313","PYRENEES-ATLANTIQUES","Lantabat","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64312","PYRENEES-ATLANTIQUES","Lanneplae","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64310","PYRENEES-ATLANTIQUES","Lanne-en-Baretous","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64306","PYRENEES-ATLANTIQUES","Lahourcade","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64305","PYRENEES-ATLANTIQUES","Lahontan","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64304","PYRENEES-ATLANTIQUES","Lahonce","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64303","PYRENEES-ATLANTIQUES","Laguinge-Restoue","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64302","PYRENEES-ATLANTIQUES","Lagos","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64301","PYRENEES-ATLANTIQUES","Lagor","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64300","PYRENEES-ATLANTIQUES","Lacq","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64299","PYRENEES-ATLANTIQUES","Lacommande","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64298","PYRENEES-ATLANTIQUES","Lacarry-Arhan-Charritte-de-Haut","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64297","PYRENEES-ATLANTIQUES","Lacarre","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64294","PYRENEES-ATLANTIQUES","Labets-Biscay","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64292","PYRENEES-ATLANTIQUES","Labatmale","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64291","PYRENEES-ATLANTIQUES","Labastide-Villefranche","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64288","PYRENEES-ATLANTIQUES","Labastide-Cezeracq","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64287","PYRENEES-ATLANTIQUES","Laes","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64286","PYRENEES-ATLANTIQUES","Lae-Mondrans","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64285","PYRENEES-ATLANTIQUES","Juxue","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64284","PYRENEES-ATLANTIQUES","Juraneon","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64283","PYRENEES-ATLANTIQUES","Jaxu","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64282","PYRENEES-ATLANTIQUES","Jatxou","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64281","PYRENEES-ATLANTIQUES","Jasses","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64280","PYRENEES-ATLANTIQUES","Izeste","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64279","PYRENEES-ATLANTIQUES","Itxassou","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64277","PYRENEES-ATLANTIQUES","Isturits","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64276","PYRENEES-ATLANTIQUES","Issor","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64275","PYRENEES-ATLANTIQUES","Ispoure","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64274","PYRENEES-ATLANTIQUES","Irouleguy","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64273","PYRENEES-ATLANTIQUES","Irissarry","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64272","PYRENEES-ATLANTIQUES","Ilharre","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64271","PYRENEES-ATLANTIQUES","Iholdy","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64270","PYRENEES-ATLANTIQUES","Igon","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64269","PYRENEES-ATLANTIQUES","Idron","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64268","PYRENEES-ATLANTIQUES","Idaux-Mendy","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64267","PYRENEES-ATLANTIQUES","Ibarrolle","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64266","PYRENEES-ATLANTIQUES","Hours","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64265","PYRENEES-ATLANTIQUES","Hosta","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64264","PYRENEES-ATLANTIQUES","Hepital-Saint-Blaise","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64263","PYRENEES-ATLANTIQUES","Hepital-d'Orion","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64261","PYRENEES-ATLANTIQUES","Herrere","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64260","PYRENEES-ATLANTIQUES","Hendaye","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64259","PYRENEES-ATLANTIQUES","Helette","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64258","PYRENEES-ATLANTIQUES","Haux","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64257","PYRENEES-ATLANTIQUES","Haut-de-Bosdarros","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64256","PYRENEES-ATLANTIQUES","Hasparren","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64255","PYRENEES-ATLANTIQUES","Halsou","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64253","PYRENEES-ATLANTIQUES","Gurs","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64252","PYRENEES-ATLANTIQUES","Gurmeneon","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64251","PYRENEES-ATLANTIQUES","Guinarthe-Parenties","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64250","PYRENEES-ATLANTIQUES","Guiche","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64249","PYRENEES-ATLANTIQUES","Guethary","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64247","PYRENEES-ATLANTIQUES","Gotein-Libarrenx","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64246","PYRENEES-ATLANTIQUES","Gomer","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64245","PYRENEES-ATLANTIQUES","Goes","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64244","PYRENEES-ATLANTIQUES","Gees-d'Oloron","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64242","PYRENEES-ATLANTIQUES","Gestas","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64241","PYRENEES-ATLANTIQUES","Geronce","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64240","PYRENEES-ATLANTIQUES","Gere-Belesten","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64237","PYRENEES-ATLANTIQUES","Gelos","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64235","PYRENEES-ATLANTIQUES","Garris","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64231","PYRENEES-ATLANTIQUES","Garindein","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64230","PYRENEES-ATLANTIQUES","Gan","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64229","PYRENEES-ATLANTIQUES","Gamarthe","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64228","PYRENEES-ATLANTIQUES","Gabat","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64224","PYRENEES-ATLANTIQUES","Eysus","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64223","PYRENEES-ATLANTIQUES","Etsaut","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64222","PYRENEES-ATLANTIQUES","Etchebar","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64221","PYRENEES-ATLANTIQUES","Etcharry","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64220","PYRENEES-ATLANTIQUES","Estos","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64219","PYRENEES-ATLANTIQUES","Estialescq","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64218","PYRENEES-ATLANTIQUES","Estereneuby","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64217","PYRENEES-ATLANTIQUES","Esquiule","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64216","PYRENEES-ATLANTIQUES","Espoey","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64215","PYRENEES-ATLANTIQUES","Espiute","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64214","PYRENEES-ATLANTIQUES","Espes-Undurein","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64213","PYRENEES-ATLANTIQUES","Espelette","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64209","PYRENEES-ATLANTIQUES","Escout","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64207","PYRENEES-ATLANTIQUES","Escou","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64206","PYRENEES-ATLANTIQUES","Escot","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64205","PYRENEES-ATLANTIQUES","Escos","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64204","PYRENEES-ATLANTIQUES","Eaux-Bonnes","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64202","PYRENEES-ATLANTIQUES","Domezain-Berraute","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64201","PYRENEES-ATLANTIQUES","Dognen","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64198","PYRENEES-ATLANTIQUES","Denguin","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64197","PYRENEES-ATLANTIQUES","Cuqueron","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64191","PYRENEES-ATLANTIQUES","Coarraze","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64189","PYRENEES-ATLANTIQUES","Ciboure","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64188","PYRENEES-ATLANTIQUES","Cheraute","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64187","PYRENEES-ATLANTIQUES","Charritte-de-Bas","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64186","PYRENEES-ATLANTIQUES","Charre","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64185","PYRENEES-ATLANTIQUES","Cette-Eygun","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64179","PYRENEES-ATLANTIQUES","Castetner","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64178","PYRENEES-ATLANTIQUES","Castetnau-Camblong","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64177","PYRENEES-ATLANTIQUES","Castetis","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64176","PYRENEES-ATLANTIQUES","Castetbon","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64175","PYRENEES-ATLANTIQUES","Castet","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64170","PYRENEES-ATLANTIQUES","Castagnede","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64168","PYRENEES-ATLANTIQUES","Carresse-Cassaber","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64166","PYRENEES-ATLANTIQUES","Caro","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64165","PYRENEES-ATLANTIQUES","Cardesse","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64162","PYRENEES-ATLANTIQUES","Camou-Cihigue","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64161","PYRENEES-ATLANTIQUES","Came","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64160","PYRENEES-ATLANTIQUES","Cambo-les-Bains","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64157","PYRENEES-ATLANTIQUES","Buzy","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64156","PYRENEES-ATLANTIQUES","Buziet","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64155","PYRENEES-ATLANTIQUES","Bustince-Iriberry","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64154","PYRENEES-ATLANTIQUES","Bussunarits-Sarrasquette","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64151","PYRENEES-ATLANTIQUES","Burgaronne","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64150","PYRENEES-ATLANTIQUES","Bunus","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64149","PYRENEES-ATLANTIQUES","Bugnein","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64148","PYRENEES-ATLANTIQUES","Bruges-Capbis-Mifaget","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64147","PYRENEES-ATLANTIQUES","Briscous","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64139","PYRENEES-ATLANTIQUES","Bosdarros","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64138","PYRENEES-ATLANTIQUES","Bordes","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64137","PYRENEES-ATLANTIQUES","Borderes","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64136","PYRENEES-ATLANTIQUES","Borce","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64134","PYRENEES-ATLANTIQUES","Bonloc","Ossau-Iraty","1477"
"Ossau-Iraty","Brebis","Pâte pressée non cuite","Pyrénées-Atlantiques et Hautes-Pyrénées","1980","64133","PYRENEES-ATLANTIQUES","Boeil-Bezing","Ossau-Iraty","1477"
